source_system,entity_name,procedure_number,lot_number,line_no,item_name,okpd_code,okpd_name,quantity,unit,price_rub,item_description,item_id_external,okei_code,unit_price_rub,line_total_rub,sberb2b_need_id,sberb2b_condition_id,unit_price_source,focus_category
sberbank_ast,ООО Домклик,10994539,1,50,ЧУ Столичный Центр ДПО «Руно» ИНН 7709471098 - Кадровое делопроизводство 2025 со знанием 1С ЗУП 8.3. Инспектор по кадрам,,,1.0,шт,0.0,,fe992d55-ebc4-43f8-bc8a-adc01e84b528,796,0.0,0.0,ebc46e16-4364-44f3-9bdc-9b0f387033a4,59d6df28-72e5-4652-a20c-41fcb7ccf35d,sberb2b_goods_api,Other
sberbank_ast,ООО Домклик,10994539,1,51,ЧУДПО «Международный Центр Образования ХОК» ИНН 7707491250 - Базовый курс МСФО - v. 2024,,,1.0,шт,0.0,,07327688-f0b8-4d4f-b88d-93f1be33bf25,796,0.0,0.0,ebc46e16-4364-44f3-9bdc-9b0f387033a4,59d6df28-72e5-4652-a20c-41fcb7ccf35d,sberb2b_goods_api,Other
sberbank_ast,ООО Домклик,10994539,1,52,ООО «Эпик Гроуз» ИНН 7743373904 - Как запустить продукт с нуля до первых продаж,,,1.0,шт,0.0,,6956c773-bc3c-4ea6-84b7-64c9ef8b7f65,796,0.0,0.0,ebc46e16-4364-44f3-9bdc-9b0f387033a4,59d6df28-72e5-4652-a20c-41fcb7ccf35d,sberb2b_goods_api,Other
sberbank_ast,ООО Домклик,10994539,1,53,ИП Шестаков Олег Олегович ИНН 772850057150 - КУРС SENIOR SEO-СПЕЦИАЛИСТ 2.0,,,1.0,шт,0.0,,b48ca31f-8149-4b24-a98e-416386c2100c,796,0.0,0.0,ebc46e16-4364-44f3-9bdc-9b0f387033a4,59d6df28-72e5-4652-a20c-41fcb7ccf35d,sberb2b_goods_api,Other
sberbank_ast,ООО Домклик,10994539,1,54,ООО «Карпов Курсы» ИНН 7811764627 - Инженер машинного обучения,,,1.0,шт,0.0,,2cba4d73-0af6-412e-ba24-c4b56dba7080,796,0.0,0.0,ebc46e16-4364-44f3-9bdc-9b0f387033a4,59d6df28-72e5-4652-a20c-41fcb7ccf35d,sberb2b_goods_api,Other
sberbank_ast,ООО Домклик,10994539,1,55,"ООО «Цифровые образовательные решения» ИНН 7814225454 - ""Поколение Python"": курс для профессионалов",,,1.0,шт,0.0,,5f11eeee-a613-4558-a4c9-1c8ac81f3597,796,0.0,0.0,ebc46e16-4364-44f3-9bdc-9b0f387033a4,59d6df28-72e5-4652-a20c-41fcb7ccf35d,sberb2b_goods_api,Other
sberbank_ast,ООО Домклик,10994539,1,56,АНО ДПО «Институт госзакупок» ИНН 7706471195 - «Управление корпоративными закупками по Закону № 223-ФЗ»,,,1.0,шт,0.0,,45d23606-ab6b-4f4c-bc43-85ccb46fa1e0,796,0.0,0.0,ebc46e16-4364-44f3-9bdc-9b0f387033a4,59d6df28-72e5-4652-a20c-41fcb7ccf35d,sberb2b_goods_api,Other
sberbank_ast,ООО Домклик,10994539,1,57,ОАНО ДПО «Выштех» ИНН 7703434727 - Специалист по тестированию на проникновение ИТ-инфраструктуры,,,1.0,шт,0.0,,f8d04ddb-d1ab-4abf-ab2e-22049b1d5522,796,0.0,0.0,ebc46e16-4364-44f3-9bdc-9b0f387033a4,59d6df28-72e5-4652-a20c-41fcb7ccf35d,sberb2b_goods_api,Other
sberbank_ast,ООО Домклик,10994539,1,58,ООО «СИНХРОНИЗАЦИЯ» ИНН 9709067227 - Аргументация: как убеждать людей,,,1.0,шт,0.0,,f1730361-a904-4d19-a436-5bf3be24d2c2,796,0.0,0.0,ebc46e16-4364-44f3-9bdc-9b0f387033a4,59d6df28-72e5-4652-a20c-41fcb7ccf35d,sberb2b_goods_api,Other
sberbank_ast,ООО Домклик,10994539,1,59,"АНО ДПО ""ЦРДНМ"" ИНН 9714055474 - SLII®. Ситуационный подход в руководстве",,,1.0,шт,0.0,,017df27f-5c5e-4210-a522-5056b72bee76,796,0.0,0.0,ebc46e16-4364-44f3-9bdc-9b0f387033a4,59d6df28-72e5-4652-a20c-41fcb7ccf35d,sberb2b_goods_api,Other
sberbank_ast,ООО Домклик,10994539,1,60,АНО ДПО «Образовательный центр ГАРАНТ» ИНН 7729440796 - Soft skills юриста,,,1.0,шт,0.0,,192f4e89-1450-407f-a699-0339430b3627,796,0.0,0.0,ebc46e16-4364-44f3-9bdc-9b0f387033a4,59d6df28-72e5-4652-a20c-41fcb7ccf35d,sberb2b_goods_api,Other
sberbank_ast,ООО Домклик,10994539,1,61,ООО «Бизнес-Академия «Экспертум» ИНН 7724469978 - Программа профессиональной переподготовки «Менеджер по компенсациям и льготам» (C&B manager),,,1.0,шт,0.0,,5315002f-7584-459c-9349-da4ca76a2a76,796,0.0,0.0,ebc46e16-4364-44f3-9bdc-9b0f387033a4,59d6df28-72e5-4652-a20c-41fcb7ccf35d,sberb2b_goods_api,Other
sberbank_ast,ООО Домклик,10994539,1,62,ООО «Импексхаус» ИНН 7703235658 - MINI-MBA: Эффективное управление в организации,,,1.0,шт,0.0,,b0beda9f-41b7-4662-bcb1-6b26c0d91085,796,0.0,0.0,ebc46e16-4364-44f3-9bdc-9b0f387033a4,59d6df28-72e5-4652-a20c-41fcb7ccf35d,sberb2b_goods_api,Other
sberbank_ast,ООО Домклик,10994539,1,63,ИП Довганюк Юрий Викторович ИНН 245717318559 - Курс LITE,,,1.0,шт,0.0,,a49439c6-236d-4789-a126-41604a8e58e8,796,0.0,0.0,ebc46e16-4364-44f3-9bdc-9b0f387033a4,59d6df28-72e5-4652-a20c-41fcb7ccf35d,sberb2b_goods_api,Other
sberbank_ast,ООО Домклик,10994539,1,64,АНО ДПО Столичный центр «Экономики и права» ИНН 7707557913 - Курсы графического дизайна,,,5.0,шт,0.0,,8daf4ca0-ad77-4609-a1ea-5a518ebf8cdd,796,0.0,0.0,ebc46e16-4364-44f3-9bdc-9b0f387033a4,59d6df28-72e5-4652-a20c-41fcb7ccf35d,sberb2b_goods_api,Other
sberbank_ast,ООО Домклик,10994539,1,65,АНО ДПО «Институт профессионального кадровика» ИНН 9704123051 - Дистанционная работа: Особенности оформления трудовых отношений и управления удаленной командой,,,1.0,шт,0.0,,b2a3a63f-460a-4aa6-bd64-0d6519951cb6,796,0.0,0.0,ebc46e16-4364-44f3-9bdc-9b0f387033a4,59d6df28-72e5-4652-a20c-41fcb7ccf35d,sberb2b_goods_api,Other
sberbank_ast,ООО Домклик,10994539,1,66,АНО ДПО «Академия развития бизнеса» ИНН 9704108871 - СИСТЕМНЫЙ ПОДБОР ПЕРСОНАЛАот классики до digital,,,1.0,шт,0.0,,f92671ee-0183-4f67-8c51-13f02d63a80c,796,0.0,0.0,ebc46e16-4364-44f3-9bdc-9b0f387033a4,59d6df28-72e5-4652-a20c-41fcb7ccf35d,sberb2b_goods_api,Other
sberbank_ast,ООО Домклик,10994539,1,67,"ООО «Академия «Аргумент» ИНН ИНН 7720369228 - РАБОТА БУХГАЛТЕРА В 2025 ГОДУ: РЕФОРМА БУХГАЛТЕРСКОГО И НАЛОГОВОГО УЧЕТА, НОВЫЕ ФСБУ, СЛОЖНЫЕ ВОПРОСЫ НДС И НАЛОГА НА ПРИБЫЛЬ.",,,1.0,шт,0.0,,42f19772-dd80-423c-be43-0ecf538165da,796,0.0,0.0,ebc46e16-4364-44f3-9bdc-9b0f387033a4,59d6df28-72e5-4652-a20c-41fcb7ccf35d,sberb2b_goods_api,Other
sberbank_ast,ООО Домклик,10994539,1,68,ИП Замесин Иван Анатольевич ИНН 500307922104 - Как делать продукт,,,1.0,шт,0.0,,b951360c-b264-4d4c-b6e8-87206d3444b0,796,0.0,0.0,ebc46e16-4364-44f3-9bdc-9b0f387033a4,59d6df28-72e5-4652-a20c-41fcb7ccf35d,sberb2b_goods_api,Other
sberbank_ast,ООО Домклик,10994539,1,69,ИП Ильенков Дмитрий Аркадьевич ИНН 77300908513 - Дизайн-мышление: создание продукта с нуля,,,1.0,шт,0.0,,4e3e7a0b-3b09-4812-8000-4d70b3898646,796,0.0,0.0,ebc46e16-4364-44f3-9bdc-9b0f387033a4,59d6df28-72e5-4652-a20c-41fcb7ccf35d,sberb2b_goods_api,Other
sberbank_ast,ООО Домклик,10994539,1,70,"ООО ""Сайт Бизнес Семинар"" ИНН 7717577299 - Excel для бухгалтера. Excel и финансы. Отчеты в Excel. Финансовый анализ в Excel. Финансовые формулы",,,1.0,шт,0.0,,e22d5692-ff2f-48b7-acda-9446926e85a7,796,0.0,0.0,ebc46e16-4364-44f3-9bdc-9b0f387033a4,59d6df28-72e5-4652-a20c-41fcb7ccf35d,sberb2b_goods_api,Other
sberbank_ast,ООО Домклик,10994539,1,71,"АНО ДПО ""ЦНТИ ""Прогресс"" ИНН 7801699898 - Курс повышения квалификации Учет рабочего времени: правовые аспекты и возможности автоматизации",,,1.0,шт,0.0,,e9150a32-25e0-4171-8457-9196fb7f7f81,796,0.0,0.0,ebc46e16-4364-44f3-9bdc-9b0f387033a4,59d6df28-72e5-4652-a20c-41fcb7ccf35d,sberb2b_goods_api,Other
sberbank_ast,ООО Домклик,10994539,1,72,ФГБОУ ВО «Российский экономический университет имени Г.В. Плеханова» ИНН 7705043493 - Бухгалтерский учет и аудит,,,1.0,шт,0.0,,bca9f532-1047-44f6-8d6e-2036673781af,796,0.0,0.0,ebc46e16-4364-44f3-9bdc-9b0f387033a4,59d6df28-72e5-4652-a20c-41fcb7ccf35d,sberb2b_goods_api,Other
sberbank_ast,ООО Домклик,10994539,1,73,OOO «Дизайн‑бюро Артема Горбунова» ИНН 7728609898 - Переговоры и отношения с клиентами 2.0,,,1.0,шт,0.0,,8225ee44-6e96-422a-b38b-2df2977f8086,796,0.0,0.0,ebc46e16-4364-44f3-9bdc-9b0f387033a4,59d6df28-72e5-4652-a20c-41fcb7ccf35d,sberb2b_goods_api,Other
sberbank_ast,ООО Домклик,10994539,1,74,ООО «Академия КОДЕБАЙ» ИНН 9706020333 - Специалист центра мониторинга инцидентов информационной безопасности (SOC),,,1.0,шт,0.0,,77ab5f81-de22-4690-8716-1d5fe2df5c7e,796,0.0,0.0,ebc46e16-4364-44f3-9bdc-9b0f387033a4,59d6df28-72e5-4652-a20c-41fcb7ccf35d,sberb2b_goods_api,Other
sberbank_ast,ООО Домклик,10994539,1,75,ООО «Учебный центр «Коммерсант» ИНН 9718116576 - Администрирование Arenadata DB / Greenplum,,,1.0,шт,0.0,,fb334c4e-a049-449d-a52f-4415220bfad9,796,0.0,0.0,ebc46e16-4364-44f3-9bdc-9b0f387033a4,59d6df28-72e5-4652-a20c-41fcb7ccf35d,sberb2b_goods_api,Other
sberbank_ast,ООО Домклик,10994539,1,76,ООО «Универсальный Университет» ИНН 9709042984 - Product design lead,,,1.0,шт,0.0,,ad205f5d-8918-4743-a7b6-2b2ca21d268a,796,0.0,0.0,ebc46e16-4364-44f3-9bdc-9b0f387033a4,59d6df28-72e5-4652-a20c-41fcb7ccf35d,sberb2b_goods_api,Other
sberbank_ast,ООО Домклик,10994539,1,77,ИП Борщев Федор Александрович ИНН 710406790323 - Коммуникации систем,,,5.0,шт,0.0,,50431662-84a6-4df9-8e3c-2edc7ffe2d49,796,0.0,0.0,ebc46e16-4364-44f3-9bdc-9b0f387033a4,59d6df28-72e5-4652-a20c-41fcb7ccf35d,sberb2b_goods_api,Other
sberbank_ast,ООО Домклик,10994539,1,78,ИП Васин Александр Андреевич ИНН 774303918827 - Нейросети,,,2.0,шт,0.0,,07725e08-ebda-421b-97f9-16f15a00502a,796,0.0,0.0,ebc46e16-4364-44f3-9bdc-9b0f387033a4,59d6df28-72e5-4652-a20c-41fcb7ccf35d,sberb2b_goods_api,Other
sberbank_ast,ООО Домклик,10994539,1,79,ИП Розов Михаил Борисович ИП 772160747180 - Менеджер продукта,,,2.0,шт,0.0,,87196121-bfe4-45b6-9345-7da8f741675c,796,0.0,0.0,ebc46e16-4364-44f3-9bdc-9b0f387033a4,59d6df28-72e5-4652-a20c-41fcb7ccf35d,sberb2b_goods_api,Other
sberbank_ast,ООО Домклик,10994539,1,80,ИП Еникеев Руслан Ильдарович ИНН 773580661025 - DOBE AFTER EFFECTSОТ НОВИЧКАДО СПЕЦИАЛИСТА,,,1.0,шт,0.0,,c3ae4c8f-1a36-4fd0-87ab-3b8bdd019085,796,0.0,0.0,ebc46e16-4364-44f3-9bdc-9b0f387033a4,59d6df28-72e5-4652-a20c-41fcb7ccf35d,sberb2b_goods_api,Other
sberbank_ast,ООО Домклик,10994539,1,81,ИП Абрамова Марина Петровна ИНН 702401097049 - практикум про приложения,,,3.0,шт,0.0,,0bfda30b-23b9-4873-89de-7530cc3a4bf8,796,0.0,0.0,ebc46e16-4364-44f3-9bdc-9b0f387033a4,59d6df28-72e5-4652-a20c-41fcb7ccf35d,sberb2b_goods_api,Other
sberbank_ast,ООО Домклик,10994539,1,82,ООО «Школа внутреннего коммуникатора» ИНН 7751215524 - МЕНЕДЖЕР ПО ВНУТРЕННИМ КОММУНИКАЦИЯМ,,,4.0,шт,0.0,,2acee575-393c-4473-97e0-6463e9ecbf39,796,0.0,0.0,ebc46e16-4364-44f3-9bdc-9b0f387033a4,59d6df28-72e5-4652-a20c-41fcb7ccf35d,sberb2b_goods_api,Other
sberbank_ast,ООО Домклик,10994539,1,83,ИП Насипов Фарит Мазгатович ИНН 027310357648 - Курс «Подготовка к Аттестации 1С:Специалист-Консультант по управленческому учету в 1С:ERP 2.5»,,,1.0,шт,0.0,,06208ae2-d612-4f90-ba8a-782caf142e6d,796,0.0,0.0,ebc46e16-4364-44f3-9bdc-9b0f387033a4,59d6df28-72e5-4652-a20c-41fcb7ccf35d,sberb2b_goods_api,Other
sberbank_ast,ООО Домклик,10994539,1,84,ИП Котов Денис Геннадьевич ИНН 463312037917 - Курс по Camunda,,,1.0,шт,0.0,,01380d4a-cea4-4b45-8bbf-ec8ecbee8aa6,796,0.0,0.0,ebc46e16-4364-44f3-9bdc-9b0f387033a4,59d6df28-72e5-4652-a20c-41fcb7ccf35d,sberb2b_goods_api,Other
sberbank_ast,ООО Домклик,10994539,1,85,ООО «Инсека» ИНН 3444279416 - Threat Intelligence 2.0,,,2.0,шт,0.0,,16f883c3-91f4-4395-827e-1ddd028b0bdd,796,0.0,0.0,ebc46e16-4364-44f3-9bdc-9b0f387033a4,59d6df28-72e5-4652-a20c-41fcb7ccf35d,sberb2b_goods_api,Other
sberbank_ast,ООО Домклик,10994539,1,86,"ИП Куреннов Виталий Валерьевич ИНН 450143759286 - ""Оптимизация Ruby/Rails-приложений""",,,1.0,шт,0.0,,52d98367-5fa2-49dc-8db1-8843d4d49fd8,796,0.0,0.0,ebc46e16-4364-44f3-9bdc-9b0f387033a4,59d6df28-72e5-4652-a20c-41fcb7ccf35d,sberb2b_goods_api,Other
sberbank_ast,ООО Домклик,10994539,1,87,ООО «ГлоуБайт» ИНН 7703379427 - DEF-функции в FineBI,,,1.0,шт,0.0,,61bb1bc7-00d1-40a5-a5ff-76ef4c7ea3cc,796,0.0,0.0,ebc46e16-4364-44f3-9bdc-9b0f387033a4,59d6df28-72e5-4652-a20c-41fcb7ccf35d,sberb2b_goods_api,Other
sberbank_ast,ООО Домклик,10994539,1,88,ООО «Рускомтехнологии» ИНН 7716786067 - Обучение «Ключ-АСТРОМ»,,,1.0,шт,0.0,,58d99908-5ad5-4cf2-9986-6e7c8d4a90d1,796,0.0,0.0,ebc46e16-4364-44f3-9bdc-9b0f387033a4,59d6df28-72e5-4652-a20c-41fcb7ccf35d,sberb2b_goods_api,Other
sberbank_ast,ООО Домклик,10994539,1,89,ООО «СПб-Тренинг. Корпорация Успеха» ИНН 7820320603 - Авиатор,,,1.0,шт,0.0,,56ae1dae-ef63-422e-8c65-392b98a814df,796,0.0,0.0,ebc46e16-4364-44f3-9bdc-9b0f387033a4,59d6df28-72e5-4652-a20c-41fcb7ccf35d,sberb2b_goods_api,Other
sberbank_ast,ООО Домклик,10994539,1,90,ООО «ОдинКурс» ИНН 2222818464 - Расширенный курс по разработке и оптимизации запросов в 1С,,,1.0,шт,0.0,,b1b65e8e-3edf-4747-bf34-afc4fd5adc72,796,0.0,0.0,ebc46e16-4364-44f3-9bdc-9b0f387033a4,59d6df28-72e5-4652-a20c-41fcb7ccf35d,sberb2b_goods_api,Other
sberbank_ast,ООО Домклик,10994539,1,91,ИП Бахтин Дмитрий Александрович ИНН 366102522170 - SO/IEC 22301:2019 Введение в стандарт,,,1.0,шт,0.0,,34dfbdb1-1a19-47b0-8cc0-0bc1dec150e1,796,0.0,0.0,ebc46e16-4364-44f3-9bdc-9b0f387033a4,59d6df28-72e5-4652-a20c-41fcb7ccf35d,sberb2b_goods_api,Other
sberbank_ast,ООО Домклик,10994539,1,92,ИП Таченков Алексей Александрович ИНН 280114556493 - Личная и командная эффективность,,,1.0,шт,0.0,,8109d2f1-c651-4ff0-9cdf-26605ea8675b,796,0.0,0.0,ebc46e16-4364-44f3-9bdc-9b0f387033a4,59d6df28-72e5-4652-a20c-41fcb7ccf35d,sberb2b_goods_api,Other
sberbank_ast,ООО Домклик,10994539,1,93,ООО «Институт Тренинга – АРБ Про» ИНН 7842357646 - Стратения жизненного баланса,,,1.0,шт,0.0,,2e3bfa47-be9f-42a6-be74-bd5eb7e35d4f,796,0.0,0.0,ebc46e16-4364-44f3-9bdc-9b0f387033a4,59d6df28-72e5-4652-a20c-41fcb7ccf35d,sberb2b_goods_api,Other
sberbank_ast,ООО Домклик,10994539,1,94,ИП Завадский Владислав Валерьевич ИНН 772131735341 - ИИ как стратегический партнёр топ-менеджера,,,1.0,шт,0.0,,b7ff8453-eef3-4842-b0ba-b56505d6ed75,796,0.0,0.0,ebc46e16-4364-44f3-9bdc-9b0f387033a4,59d6df28-72e5-4652-a20c-41fcb7ccf35d,sberb2b_goods_api,Other
sberbank_ast,ООО Домклик,10994539,1,95,ООО «ТОП-карьера» ИНН 7714459360 - Онлайн-курс Руководитель по оценке персонала,,,1.0,шт,0.0,,e2251738-8e23-48f2-a477-01f71b6e3403,796,0.0,0.0,ebc46e16-4364-44f3-9bdc-9b0f387033a4,59d6df28-72e5-4652-a20c-41fcb7ccf35d,sberb2b_goods_api,Other
sberbank_ast,ООО Домклик,10994539,1,96,"ООО ""Бонни и Слайд"" ИНН 9701259086 - Курс Графики, таблицы, много всего на слайде для бизнеса",,,1.0,шт,0.0,,40748361-7a94-4b26-a435-7e6bc1eade52,796,0.0,0.0,ebc46e16-4364-44f3-9bdc-9b0f387033a4,59d6df28-72e5-4652-a20c-41fcb7ccf35d,sberb2b_goods_api,Other
sberbank_ast,ООО Домклик,10994539,1,97,"Московская Школа Управления ""Сколково"", ИНН 5032180980 - Интенсив по генеративным алгоритмам и ИИ",,,1.0,шт,0.0,,7cba0e88-b8b3-4e60-a3c6-1f6021adbe9f,796,0.0,0.0,ebc46e16-4364-44f3-9bdc-9b0f387033a4,59d6df28-72e5-4652-a20c-41fcb7ccf35d,sberb2b_goods_api,Other
sberbank_ast,ООО Домклик,10994539,1,98,"Научно-практический центр финансового мониторинга, ИНН 3666254236 - Целевой инструктаж ПОД/ФТ",,,6.0,шт,0.0,,fb2ac936-ef3d-4d46-8c0f-f96d2499ed71,796,0.0,0.0,ebc46e16-4364-44f3-9bdc-9b0f387033a4,59d6df28-72e5-4652-a20c-41fcb7ccf35d,sberb2b_goods_api,Other
sberbank_ast,ООО Домклик,10994539,1,99,"ООО ""Школа Карьерного Менеджмента», ИНН 9726030756 - КАРЬЕРНЫЙ КОУЧ по стандартам ICF",,,1.0,шт,0.0,,430fe718-c832-4fab-bd0e-fe9af96ae906,796,0.0,0.0,ebc46e16-4364-44f3-9bdc-9b0f387033a4,59d6df28-72e5-4652-a20c-41fcb7ccf35d,sberb2b_goods_api,Other
sberbank_ast,ООО Домклик,10994539,1,100,"ИП Кузьмин Евгений Леонидович, ИНН 634502641730 - Middle/Senior UX/UI‑дизайнер",,,1.0,шт,0.0,,8072ce19-bd4a-444f-b83f-fa7bd8120985,796,0.0,0.0,ebc46e16-4364-44f3-9bdc-9b0f387033a4,59d6df28-72e5-4652-a20c-41fcb7ccf35d,sberb2b_goods_api,Other
sberbank_ast,ООО Домклик,10994539,1,101,"ООО «Смарт Студио» (Король Говорит), ИНН 7709488180 - Курсы ораторского искусства",,,1.0,шт,0.0,,b9dd262e-08ae-4420-9242-c34f300cb3f4,796,0.0,0.0,ebc46e16-4364-44f3-9bdc-9b0f387033a4,59d6df28-72e5-4652-a20c-41fcb7ccf35d,sberb2b_goods_api,Other
sberbank_ast,ООО Домклик,10994539,1,102,"ООО ""Тренинговая Компания Соль», ИНН 7722783667 - Мастерство деловой переписки",,,1.0,шт,0.0,,5975f87f-c3bd-4792-8606-e533daa2e13c,796,0.0,0.0,ebc46e16-4364-44f3-9bdc-9b0f387033a4,59d6df28-72e5-4652-a20c-41fcb7ccf35d,sberb2b_goods_api,Other
sberbank_ast,ООО Домклик,10994539,1,103,"ИП Артемьева Наталья Владимировна, ИНН 500404084225 - Коуч сессия",,,1.0,шт,0.0,,9b7316c2-c7f1-4d50-a376-d20316ec99a9,796,0.0,0.0,ebc46e16-4364-44f3-9bdc-9b0f387033a4,59d6df28-72e5-4652-a20c-41fcb7ccf35d,sberb2b_goods_api,Other
sberbank_ast,ООО Домклик,10994539,1,104,"ИП Дёмушкина Елена Владимировна,ИНН 772443185710 - Авторский курс «Внутренняя свобода» Как соединиться со своей силой",,,1.0,шт,0.0,,09739726-b067-49ec-a0ca-723d2d334aad,796,0.0,0.0,ebc46e16-4364-44f3-9bdc-9b0f387033a4,59d6df28-72e5-4652-a20c-41fcb7ccf35d,sberb2b_goods_api,Other
sberbank_ast,ООО Домклик,10994539,1,105,"АНО ДПО «Академия «Пять призм», ИНН: 7842196710 - Коучинг международного уровня",,,1.0,шт,0.0,,262c089c-519b-4001-81b4-4091e65a6882,796,0.0,0.0,ebc46e16-4364-44f3-9bdc-9b0f387033a4,59d6df28-72e5-4652-a20c-41fcb7ccf35d,sberb2b_goods_api,Other
sberbank_ast,ООО Домклик,10994539,1,106,"ЧОУ ДПО ""Институт Коучинга"", ИНН 7810294619 - Вовлекающее лидерство",,,1.0,шт,0.0,,3bdfb5e4-547c-437c-ac18-9d4bd5284302,796,0.0,0.0,ebc46e16-4364-44f3-9bdc-9b0f387033a4,59d6df28-72e5-4652-a20c-41fcb7ccf35d,sberb2b_goods_api,Other
sberbank_ast,ООО Домклик,10994539,1,107,"ООО ""Счастье в деятельности"", ИНН 7838501470 - Выгорание и как его избежать",,,1.0,шт,0.0,,0eb53d05-caa9-4552-a689-54bc8e66a8f4,796,0.0,0.0,ebc46e16-4364-44f3-9bdc-9b0f387033a4,59d6df28-72e5-4652-a20c-41fcb7ccf35d,sberb2b_goods_api,Other
sberbank_ast,ООО Домклик,10994539,1,108,"АО ""ТТ-Территория Тренинга"", ИНН 7715650458 - КОУЧИНГ 2 сессии",,,1.0,шт,0.0,,888ae18e-e7ce-4e17-9a74-3b5bc5947d2e,796,0.0,0.0,ebc46e16-4364-44f3-9bdc-9b0f387033a4,59d6df28-72e5-4652-a20c-41fcb7ccf35d,sberb2b_goods_api,Other
sberbank_ast,ООО Домклик,10994539,1,109,"ИП Таранов Вячеслав Николаевич, ИНН 772500976800 - Действенная обратная связь",,,1.0,шт,0.0,,2948eaae-d97a-40e2-b817-1379d54e24eb,796,0.0,0.0,ebc46e16-4364-44f3-9bdc-9b0f387033a4,59d6df28-72e5-4652-a20c-41fcb7ccf35d,sberb2b_goods_api,Other
sberbank_ast,ООО Домклик,10994539,1,110,"Тренинг-бутик, Общество с ограниченной ответственностью «Центр развития корпоративной культуры», ИНН 7730582611 - Стратегическое мышление в кризисное время",,,1.0,шт,0.0,,9b0a4db3-e237-4fa2-bf35-5ee0e5350537,796,0.0,0.0,ebc46e16-4364-44f3-9bdc-9b0f387033a4,59d6df28-72e5-4652-a20c-41fcb7ccf35d,sberb2b_goods_api,Other
sberbank_ast,ООО Домклик,10994539,1,111,"ИП Баранов Алексей Александрович, ИНН 772817361298 - Тест Talent Bot",,,2.0,шт,0.0,,fbc88e7d-804a-447a-a109-c4aff3d129d7,796,0.0,0.0,ebc46e16-4364-44f3-9bdc-9b0f387033a4,59d6df28-72e5-4652-a20c-41fcb7ccf35d,sberb2b_goods_api,Other
sberbank_ast,ООО Домклик,10994539,1,112,"ООО «Логомашина учит», ИНН 7804699864 - Онлайн-курс «Нейросети для дизайнеров»",,,6.0,шт,0.0,,898cb764-efb9-448e-aaa9-36ce0a3ac39c,796,0.0,0.0,ebc46e16-4364-44f3-9bdc-9b0f387033a4,59d6df28-72e5-4652-a20c-41fcb7ccf35d,sberb2b_goods_api,Other
sberbank_ast,ООО Домклик,10994539,1,113,ОУ ДПО «Образовательные технологии «Скилбокс (Коробка навыков)» ИНН 9704088880 - Теория Большого Монтажа,,,7.0,шт,0.0,,1d93c1be-9bb9-4c4b-8eee-5a7341300402,796,0.0,0.0,ebc46e16-4364-44f3-9bdc-9b0f387033a4,59d6df28-72e5-4652-a20c-41fcb7ccf35d,sberb2b_goods_api,Other
sberbank_ast,ООО Домклик,10994539,1,114,"ИП Батырева Татьяна Яковлевна, ИНН 772201625585 - Коуч сессия",,,8.0,шт,0.0,,0d6c742a-4a3d-4f9c-92c4-354074d4acb0,796,0.0,0.0,ebc46e16-4364-44f3-9bdc-9b0f387033a4,59d6df28-72e5-4652-a20c-41fcb7ccf35d,sberb2b_goods_api,Other
sberbank_ast,ООО Домклик,10994539,1,115,"ООО ""Международный Университет Глобал Коучинг"" ИНН 9703077370 - Мастерский курс «Недирективный коучинг — активация потенциала» Level 2 (ICF)",,,1.0,шт,0.0,,a3d0e479-4d02-4c1b-b91a-6dbc7affea38,796,0.0,0.0,ebc46e16-4364-44f3-9bdc-9b0f387033a4,59d6df28-72e5-4652-a20c-41fcb7ccf35d,sberb2b_goods_api,Other
sberbank_ast,ООО Домклик,10994539,1,116,ООО «Эриксон Интернешнл» ИНН 7736543697 - Командный коучинг,,,1.0,шт,0.0,,e261e8d7-6e7a-4c9a-ab1b-ce910577cee5,796,0.0,0.0,ebc46e16-4364-44f3-9bdc-9b0f387033a4,59d6df28-72e5-4652-a20c-41fcb7ccf35d,sberb2b_goods_api,Other
sberbank_ast,ООО Домклик,10994539,1,117,"НОЧУ ДПО ЦПК ""Учебный Центр ""Инфотекс"" ИНН 7714400751 - Администрирование системы защиты информации ViPNet",,,1.0,шт,0.0,,7fb30201-df51-4364-87f9-17409fa21eae,796,0.0,0.0,ebc46e16-4364-44f3-9bdc-9b0f387033a4,59d6df28-72e5-4652-a20c-41fcb7ccf35d,sberb2b_goods_api,Other
sberbank_ast,ООО Домклик,10994539,1,118,"АО ""Лаборатория Касперского"" ИНН 7713140469 - Продукт Kaspersky Online Security Trainings for Experts. Targeted Malware Reverse Engineering",,,1.0,шт,0.0,,eb678b55-c458-4999-8762-ce968ac2a429,796,0.0,0.0,ebc46e16-4364-44f3-9bdc-9b0f387033a4,59d6df28-72e5-4652-a20c-41fcb7ccf35d,sberb2b_goods_api,Other
sberbank_ast,ООО Домклик,10994539,1,119,ООО «Дата Прайваси Офис» ИНН 7728168971 - КУРС GDPR DPP (DATA PRIVACY PROFESSIONAL),,,1.0,шт,0.0,,da45a8b6-3570-4128-b7ff-4573bf152393,796,0.0,0.0,ebc46e16-4364-44f3-9bdc-9b0f387033a4,59d6df28-72e5-4652-a20c-41fcb7ccf35d,sberb2b_goods_api,Other
