source_system,procedure_number,lot_number,document_name,document_url,document_storage_name,document_mime_type,document_size_bytes,document_hash,is_available,local_path,extraction_method,text_chars,ocr_required,pii_findings_count
sberbank_ast,36572906,1,ТЗ Мастер-классы.docx,https://sberb2b.ru/uploads/documents/2e/224/c79/2e224c792c66dc5f4749f23c9a96c74f.docx,2e224c792c66dc5f4749f23c9a96c74f.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,29576.0,2e224c792c66dc5f4749f23c9a96c74f,True,D:\Nikita\Work\purchase_analysis\data\raw\sberb2b\documents\36572906_002_ТЗ Мастер-классы.docx,docx_xml,3791.0,False,0.0
sberbank_ast,119515847,1,ТЗ.docx,https://sberb2b.ru/uploads/documents/fc/738/c51/fc738c5179efc4d556917f9d3872ac65.docx,fc738c5179efc4d556917f9d3872ac65.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,24761.0,fc738c5179efc4d556917f9d3872ac65,True,D:\Nikita\Work\purchase_analysis\data\raw\sberb2b\documents\119515847_001_ТЗ.docx,docx_xml,1535.0,False,0.0
sberbank_ast,30689756,1,ТЗ.docx,https://sberb2b.ru/uploads/documents/25/9a6/140/259a6140f3d93f233e653a1cc2352a53.docx,259a6140f3d93f233e653a1cc2352a53.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,25357.0,259a6140f3d93f233e653a1cc2352a53,True,D:\Nikita\Work\purchase_analysis\data\raw\sberb2b\documents\30689756_001_ТЗ.docx,docx_xml,2024.0,False,0.0
sberbank_ast,75270110,1,ТЗ.docx,https://sberb2b.ru/uploads/documents/ad/edf/6ca/adedf6ca211edd0c17abbdc34df60c4f.docx,adedf6ca211edd0c17abbdc34df60c4f.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,25050.0,adedf6ca211edd0c17abbdc34df60c4f,True,D:\Nikita\Work\purchase_analysis\data\raw\sberb2b\documents\75270110_001_ТЗ.docx,docx_xml,3801.0,False,1.0
sberbank_ast,123134281,1,ТЗ Санкт-Петербург - СЗРФ 2025-26 г. — 100.docx,https://sberb2b.ru/uploads/documents/5e/7df/3b1/5e7df3b1910cfd4fa2059f81695fdef8.docx,5e7df3b1910cfd4fa2059f81695fdef8.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,23805.0,5e7df3b1910cfd4fa2059f81695fdef8,True,D:\Nikita\Work\purchase_analysis\data\raw\sberb2b\documents\123134281_001_ТЗ Санкт-Петербург - СЗРФ 2025-26 г. — 100.docx,docx_xml,881.0,False,0.0
sberbank_ast,105046410,1,ТЗ.docx,https://sberb2b.ru/uploads/documents/11/063/64c/1106364cad5ce9e9d74b632ea0147151.docx,1106364cad5ce9e9d74b632ea0147151.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,25044.0,1106364cad5ce9e9d74b632ea0147151,True,D:\Nikita\Work\purchase_analysis\data\raw\sberb2b\documents\105046410_001_ТЗ.docx,docx_xml,3650.0,False,1.0
sberbank_ast,57911368,1,Техническое задание Н.Новгород МЕБЕЛЬ 10 этаж..docx,https://sberb2b.ru/uploads/documents/af/cf5/35a/afcf535a7163447e5038512a0d8bf2b8.docx,afcf535a7163447e5038512a0d8bf2b8.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,560675.0,afcf535a7163447e5038512a0d8bf2b8,True,D:\Nikita\Work\purchase_analysis\data\raw\sberb2b\documents\57911368_001_Техническое задание Н.Новгород МЕБЕЛЬ 10 этаж.docx,docx_xml,3387.0,False,0.0
sberbank_ast,122021010,1,Запрос КП.docx,https://sberb2b.ru/uploads/documents/26/f4b/062/26f4b0624917913c6a32e0aa804417ba.docx,26f4b0624917913c6a32e0aa804417ba.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,22386.0,26f4b0624917913c6a32e0aa804417ba,True,D:\Nikita\Work\purchase_analysis\data\raw\sberb2b\documents\122021010_001_Запрос КП.docx,docx_xml,2638.0,False,1.0
sberbank_ast,82649492,1,Техническое задание.docx,https://sberb2b.ru/uploads/documents/18/75c/984/1875c98418f4c09cf04dd712a9b55632.docx,1875c98418f4c09cf04dd712a9b55632.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,14962.0,1875c98418f4c09cf04dd712a9b55632,True,D:\Nikita\Work\purchase_analysis\data\raw\sberb2b\documents\82649492_001_Техническое задание.docx,docx_xml,1556.0,False,0.0
sberbank_ast,72234924,1,Форма КП.docx,https://sberb2b.ru/uploads/documents/e4/ec3/a14/e4ec3a1464080d8aa6016643e0a18894.docx,e4ec3a1464080d8aa6016643e0a18894.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,681806.0,e4ec3a1464080d8aa6016643e0a18894,True,D:\Nikita\Work\purchase_analysis\data\raw\sberb2b\documents\72234924_001_Форма КП.docx,docx_xml,2378.0,False,0.0
sberbank_ast,72234924,1,ТЗ_озеленение.docx,https://sberb2b.ru/uploads/documents/70/22a/34b/7022a34bd1afa3fbecd9c983a92a94b9.docx,7022a34bd1afa3fbecd9c983a92a94b9.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,679902.0,7022a34bd1afa3fbecd9c983a92a94b9,True,D:\Nikita\Work\purchase_analysis\data\raw\sberb2b\documents\72234924_002_ТЗ_озеленение.docx,docx_xml,2076.0,False,0.0
sberbank_ast,111543404,1,Запрос КП.docx,https://sberb2b.ru/uploads/documents/5e/a32/38b/5ea3238bf072f600264759faaa9c97e7.docx,5ea3238bf072f600264759faaa9c97e7.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,21148.0,5ea3238bf072f600264759faaa9c97e7,True,D:\Nikita\Work\purchase_analysis\data\raw\sberb2b\documents\111543404_001_Запрос КП.docx,docx_xml,3153.0,False,1.0
sberbank_ast,111543404,1,ТЗ.docx,https://sberb2b.ru/uploads/documents/32/128/e9d/32128e9d2899ae8bf3d30110f404a6d6.docx,32128e9d2899ae8bf3d30110f404a6d6.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,28067.0,32128e9d2899ae8bf3d30110f404a6d6,True,D:\Nikita\Work\purchase_analysis\data\raw\sberb2b\documents\111543404_002_ТЗ.docx,docx_xml,3671.0,False,0.0
sberbank_ast,92138687,1,Запрос КП.docx,https://sberb2b.ru/uploads/documents/e3/d36/62d/e3d3662d16314c4546a06eaa59b9102c.docx,e3d3662d16314c4546a06eaa59b9102c.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,23028.0,e3d3662d16314c4546a06eaa59b9102c,True,D:\Nikita\Work\purchase_analysis\data\raw\sberb2b\documents\92138687_001_Запрос КП.docx,docx_xml,3779.0,False,1.0
sberbank_ast,92138687,1,ООЗ.docx,https://sberb2b.ru/uploads/documents/6c/772/9c4/6c7729c4591cd31350b11a65f31bf58f.docx,6c7729c4591cd31350b11a65f31bf58f.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,18214.0,6c7729c4591cd31350b11a65f31bf58f,True,D:\Nikita\Work\purchase_analysis\data\raw\sberb2b\documents\92138687_002_ООЗ.docx,docx_xml,4988.0,False,0.0
sberbank_ast,36671016,1,ТЗ Новогоднее оформление офиса.docx,https://sberb2b.ru/uploads/documents/3e/d24/2bd/3ed242bd6152d01954e107979a93b487.docx,3ed242bd6152d01954e107979a93b487.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,5136946.0,3ed242bd6152d01954e107979a93b487,True,D:\Nikita\Work\purchase_analysis\data\raw\sberb2b\documents\36671016_001_ТЗ Новогоднее оформление офиса.docx,docx_xml,6029.0,False,0.0
sberbank_ast,36671016,1,Запрос КП.docx,https://sberb2b.ru/uploads/documents/19/1b3/9c2/191b39c2478a4fa2fcdd38955c9290f4.docx,191b39c2478a4fa2fcdd38955c9290f4.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,20934.0,191b39c2478a4fa2fcdd38955c9290f4,True,D:\Nikita\Work\purchase_analysis\data\raw\sberb2b\documents\36671016_002_Запрос КП.docx,docx_xml,3265.0,False,1.0
sberbank_ast,17163123,1,ТЗ.docx,https://sberb2b.ru/uploads/documents/61/297/8f7/612978f740dbcde64221b42f24a72b17.docx,612978f740dbcde64221b42f24a72b17.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,41493.0,612978f740dbcde64221b42f24a72b17,True,D:\Nikita\Work\purchase_analysis\data\raw\sberb2b\documents\17163123_001_ТЗ.docx,docx_xml,7977.0,False,0.0
sberbank_ast,51723709,1,Запрос КП.docx,https://sberb2b.ru/uploads/documents/14/6f1/2bf/146f12bfcfc87812dc50046f0a8bc096.docx,146f12bfcfc87812dc50046f0a8bc096.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,20880.0,146f12bfcfc87812dc50046f0a8bc096,True,D:\Nikita\Work\purchase_analysis\data\raw\sberb2b\documents\51723709_001_Запрос КП.docx,docx_xml,2985.0,False,1.0
sberbank_ast,51723709,1,ТЗ v.4-1.docx,https://sberb2b.ru/uploads/documents/b5/ee6/0bb/b5ee60bb25781866a6695ae8bbc12203.docx,b5ee60bb25781866a6695ae8bbc12203.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,30165.0,b5ee60bb25781866a6695ae8bbc12203,True,D:\Nikita\Work\purchase_analysis\data\raw\sberb2b\documents\51723709_002_ТЗ v.4-1.docx,docx_xml,11256.0,False,0.0
sberbank_ast,114292675,1,Техническое задание.docx,https://sberb2b.ru/uploads/documents/04/bb4/bd2/04bb4bd273046e5891923e3d1c94a59b.docx,04bb4bd273046e5891923e3d1c94a59b.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,41867.0,04bb4bd273046e5891923e3d1c94a59b,True,D:\Nikita\Work\purchase_analysis\data\raw\sberb2b\documents\114292675_001_Техническое задание.docx,docx_xml,689.0,False,0.0
sberbank_ast,59500397,1,ТЗ.docx,https://sberb2b.ru/uploads/documents/f7/2e0/a3f/f72e0a3f50c67bbcc5e6785f96519dbe.docx,f72e0a3f50c67bbcc5e6785f96519dbe.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,24110.0,f72e0a3f50c67bbcc5e6785f96519dbe,True,D:\Nikita\Work\purchase_analysis\data\raw\sberb2b\documents\59500397_001_ТЗ.docx,docx_xml,1204.0,False,0.0
