entity_name,procedure_number,lot_number,subject,focus_category,price_rub,category_median_price,value_ratio_to_category_median,anomaly_type,anomaly_reason,detail_url
ПАО Сбербанк России,1895000000824000001,1,Оказание аудиторских услуг ПАО Сбербанк,Consulting,1066759667.0,1200000.0,888.9663891666667,price_outlier,price >= 2x category median,https://www.sberbank-ast.ru/OK/purchaseview.aspx?id=10184329
ООО Сбербанк-Телеком,SBR028-2509160031.1,1,"Поставка и внедрение Программного Комплекса, включающего функциональные модули: PCEF, DPI, TDF для нужд ООО Сбербанк-Телеком",Telecom & Devices,186025058.33,2500000.0,74.41002333200001,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/45/0/0/3413508
ООО Сбербанк-Телеком,SBR028-2410010034.1,1,Оказание комплекса услуг по проведению приемки-передачи предметов лизинга для нужд ООО «Сбербанк-Телеком»,Telecom & Devices,160489600.0,2500000.0,64.19584,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/45/0/0/2348639
ООО Сбербанк-Телеком,SBR028-2508210056.1,1,Поставка аппаратного обеспечения для ООО Сбербанк-Телеком,Telecom & Devices,155097500.0,2500000.0,62.039,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/48/0/0/3350017
ООО Сбербанк-Телеком,SBR028-2411020013.1,1,Оказание комплекса услуг по проведению приемки-передачи предметов лизинга для нужд ООО «Сбербанк-Телеком»,Telecom & Devices,101000000.0,2500000.0,40.4,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/45/0/0/2444890
ООО Сбербанк-Телеком,SBR028-2510140031.1,1,Поставка и внедрение части компонентов нового биллингового решения BILRND (2-я часть компонентов) для ООО «СБЕРБАНК-ТЕЛЕКОМ»,Telecom & Devices,99999999.0,2500000.0,39.9999996,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/45/0/0/3485637
ООО Сбербанк-Телеком,SBR028-2510100053.1,1,Поставка сетевого оборудования (коммутаторы ЦОД) для ООО Сбербанк-Телеком,Telecom & Devices,56526412.96,2500000.0,22.610565184,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/48/0/0/3477662
ООО Сбербанк-Телеком,SBR028-2408190016.1,1,ОКАЗАНИЕ УСЛУГ ПРОВЕДЕНИЯ ИМИДЖЕВОЙ ФОТОСЕССИИ ДЛЯ НУЖД ООО «СБЕРБАНК-ТЕЛЕКОМ»,Telecom & Devices,49999999.0,2500000.0,19.9999996,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/45/0/0/2230349
ООО СберАвто,SBR028-2405200013.1,1,Оказание услуг по осмотру автомобилей,Other,27154200.0,100000.0,271.542,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/29/0/0/1946576
ПАО Сбербанк России,SBR028-2410280050.1,1,Простая продажа на право заключения Договора доходной утилизации бывшего в употреблении (использовавшегося в процессе осуществления деятельности Банка) имущества Банка: Простая продажа (продажа без ЭП) на право заключения Договора доходной утилизации бывшего в употреблении (использовавшегося в процессе осуществления деятельности Банка) имущества Банка,Other,26558382.29,100000.0,265.5838229,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/2426798
ООО Сбербанк-Телеком,SBR028-2408290026.1,1,На услуги по ведению и продвижению официальных аккаунтов СберМобайл в социальных сетях,Other,20000000.0,100000.0,200.0,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/45/0/0/2259044
ООО СберОбразование,SBR028-2404050031.1,1,Организация работ по подбору и подготовке кадров для Центра цифровых искусств «Муза/Мурманск»,Other,18946666.67,100000.0,189.46666670000002,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/632/0/0/1810884
ПАО Сбербанк России,SBR028-2411060019.1,1,Простая продажа на право заключения Договора доходной утилизации бывшего в употреблении (использовавшегося в процессе осуществления деятельности Банка) имущества Банка: Простая продажа (продажа без ЭП) на право заключения Договора доходной утилизации бывшего в употреблении (использовавшегося в процессе осуществления деятельности Банка) имущества Банка,Other,18586807.06,100000.0,185.86807059999998,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/2457648
ООО СберОбразование,SBR028-2411220018.1,1,"Выполнение работ по разработке, доработке и модификации программных продуктов DWH и ML Inference",Software & Cloud,18000000.0,381600.0,47.16981132075472,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/632/0/0/2512205
ООО СберАвто,SBR028-2409120014.1,1,Услуги по PR-сопровождению ООО «СберАвто»,Other,14500000.0,100000.0,145.0,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/632/0/0/2296778
ООО СберАвто,SBR028-2408160039.1,1,Добровольное медицинское страхование работников Заказчика и их родственников.,Other,13532004.0,100000.0,135.32004,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/29/0/0/2224813
ООО СберАвто,SBR028-2505170001.1,1,Оказание услуг по осмотру транспортных средств,Other,12000000.0,100000.0,120.0,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/29/0/0/3076477
ООО Сбербанк-Телеком,SBR028-2410290075.1,1,"Оказание комплекса услуг по логистике, дистрибуции и рекламной поддержке сим-карт в сети Гипермаркетов «Лента для ООО «СБЕРБАНК-ТЕЛЕКОМ»",Telecom & Devices,10750000.0,2500000.0,4.3,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/45/0/0/2430091
ООО Сбербанк-Телеком,SBR028-2508270004.7,1,Оказание услуг по предоставлению во временное пользование канала передачи данных (GN) для нужд ООО «Сбербанк-Телеком»,Telecom & Devices,10464000.12,2500000.0,4.1856000479999995,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/48/0/0/3361589
ООО Сбербанк-Телеком,SBR028-2508270004.8,1,Оказание услуг по предоставлению во временное пользование канала передачи данных (GN) для нужд ООО «Сбербанк-Телеком»,Telecom & Devices,10464000.12,2500000.0,4.1856000479999995,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/48/0/0/3361589
ООО Сбербанк-Телеком,SBR028-2509190014.1,1,"Поставка Программного Комплекса Классификатора трафика с открытым исходным кодом и комплектом сигнатур, для нужд ООО Сбербанк-Телеком",Telecom & Devices,9800000.0,2500000.0,3.92,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/45/0/0/3421003
ООО СберОбразование,SBR028-2507220031.1,1,Оказание услуг по предоставлению труда работников,Logistics,9800000.0,565000.0,17.345132743362832,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/632/0/0/3278719
ООО СберОбразование,SBR028-2507110026.1,1,Оказание услуг по предоставлению труда работников,Logistics,9800000.0,565000.0,17.345132743362832,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/632/0/0/3247361
ООО СберОбразование,SBR028-2506270023.1,1,Оказание услуг по предоставлению труда работников,Logistics,9800000.0,565000.0,17.345132743362832,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/632/0/0/3202055
ПАО Сбербанк России,SBR028-2403060029.1,1,Простая продажа (продажа без ЭП) на право заключения Договора реализации бывшего в употреблении (использовавшегося в процессе осуществления деятельности Банка) имущества Банка следующих видов: устройства самообслуживания (банкоматы).,Other,9121680.0,100000.0,91.2168,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/1696193
ООО СберАвто,SBR028-2411220033.1,1,Оказание транспортно-экспедиционных услуг,Other,9071050.0,100000.0,90.7105,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/632/0/0/2513894
ООО Сбербанк-Телеком,SBR028-2507060001.1,1,Поставка серверного оборудования для нужд Сбербанк-Телеком,Telecom & Devices,9000000.0,2500000.0,3.6,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/45/0/0/3232278
ООО Сбербанк-Телеком,SBR028-2409170027.1,1,Услуги технической поддержки серверов SPARC (3 года),Other,9000000.0,100000.0,90.0,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/45/0/0/2308544
ООО СберАвто,SBR028-2408010012.1,1,Добровольное медицинское страхование работников Заказчика и их родственников.,Other,8556504.0,100000.0,85.56504,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/29/0/0/2181045
ООО СберОбразование,SBR028-2504140066.1,1,Выполнение работ по разработке графического интерфейса платформы ООО «СберОбразование»,Other,8000000.0,100000.0,80.0,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/632/0/0/2981849
ПАО Сбербанк России,SBR028-2402190011.1,1,Простая продажа (продажа без ЭП) на право заключения Договора реализации бывшего в употреблении (использовавшегося в процессе осуществления деятельности Банка) имущества Банка следующих видов: устройства самообслуживания (банкоматы).,Other,7923041.28,100000.0,79.2304128,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/1636752
ПАО Сбербанк России,SBR028-2401250024.1,1,Простая продажа (продажа без ЭП) на право заключения Договора реализации бывшего в употреблении (использовавшегося в процессе осуществления деятельности Банка) имущества Банка следующих видов: устройства самообслуживания (банкоматы).,Other,7869400.0,100000.0,78.694,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/1546770
ООО Сбербанк-Телеком,SBR028-2508270004.4,1,Оказание услуг по предоставлению во временное пользование канала передачи данных (GN) для нужд ООО «Сбербанк-Телеком»,Telecom & Devices,7776000.0,2500000.0,3.1104,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/48/0/0/3361589
ПАО Сбербанк России,SBR028-2401100018.1,1,Простая продажа (продажа без ЭП) на право заключения Договора реализации бывшего в употреблении (использовавшегося в процессе осуществления деятельности Банка) имущества Банка следующих видов: устройства самообслуживания (банкоматы).,Other,7592000.0,100000.0,75.92,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/1509603
ООО СберТех,129875235,1,Ноутбуки,Other,7500000.0,100000.0,75.0,price_outlier,price >= 2x category median,https://sberb2b.ru/request/supplier/preview/3fa97742-0693-48b7-bbfa-4433a69c31ea
ООО Сбербанк-Телеком,SBR028-2508270004.3,1,Оказание услуг по предоставлению во временное пользование канала передачи данных (GN) для нужд ООО «Сбербанк-Телеком»,Telecom & Devices,7416000.0,2500000.0,2.9664,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/48/0/0/3361589
ООО Сбербанк-Телеком,SBR028-2511060040.1,1,"Поставка коммутаторов Brocade для ООО ""СБЕРБАНК-ТЕЛЕКОМ""",Telecom & Devices,7340423.0,2500000.0,2.9361692,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/48/0/0/3545283
ПАО Сбербанк России,SBR028-2403110007.1,1,Простая продажа (продажа без ЭП) на право заключения Договора реализации бывшего в употреблении (использовавшегося в процессе осуществления деятельности Банка) имущества Банка следующих видов: устройства самообслуживания (банкоматы).,Other,7297344.0,100000.0,72.97344,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/1709578
ООО СберОбразование,SBR028-2507170032.1,1,Оказание услуг по уборке офисных помещений и сервисному обслуживанию переговорных процессов (услуги кофе-леди) для ООО «СберОбразование»,Office & Admin,7200000.0,311468.0,23.116339399232025,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/632/0/0/3264258
ООО СберАвто,SBR028-2412110029.1,1,Оказание услуг автостоянки транспортных средств,Other,6840000.0,100000.0,68.4,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/29/0/0/2600856
ООО СберОбразование,SBR028-2407230086.1,1,Оказание услуг по уборке офисных помещений и сервисному обслуживанию переговорных процессов (услуги кофе-леди) для ООО «СберОбразование»,Office & Admin,6782400.0,311468.0,21.775591714076565,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/632/0/0/2151671
ООО СберОбразование,SBR028-2510080037.1,1,Поставка лицензии SOTI ONE Platform для нужд ООО «СберОбразование»,Software & Cloud,6622553.41,381600.0,17.354699711740043,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/29/0/0/3471589
ООО СберОбразование,SBR028-2510020006.1,1,Поставка лицензии SOTI ONE Platform для нужд ООО «СберОбразование»,Software & Cloud,6622553.41,381600.0,17.354699711740043,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/29/0/0/3454009
ПАО Сбербанк России,SBR028-2402260014.1,1,Простая продажа (продажа без ЭП) на право заключения Договора реализации бывшего в употреблении (использовавшегося в процессе осуществления деятельности Банка) имущества Банка следующих видов: устройства самообслуживания (банкоматы).,Other,6338432.64,100000.0,63.3843264,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/1661920
ООО СберОбразование,SBR028-2409090037.1,1,Оказание услуг по SMM-поддержке и продвижению проектов ООО «СберОбразование»,Other,6300000.0,100000.0,63.0,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/632/0/0/2287750
ООО СберОбразование,SBR028-2408150012.1,1,Оказание услуг по SMM-поддержке и продвижению проектов ООО «СберОбразование»,Other,6300000.0,100000.0,63.0,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/632/0/0/2220720
ООО СберОбразование,SBR028-2511240053.1,1,Оказание услуг по уборке офисных помещений,Office & Admin,6183840.0,311468.0,19.853853365353743,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/632/0/0/3597389
ПАО Сбербанк России,SBR028-2402010001.1,1,Простая продажа (продажа без ЭП) на право заключения Договора реализации бывшего в употреблении (использовавшегося в процессе осуществления деятельности Банка) имущества Банка следующих видов: устройства самообслуживания (банкоматы).,Other,6059438.0,100000.0,60.59438,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/1566564
ООО СберАвто,SBR028-2503140021.1,1,"Выполнение работ по предпродажной подготовке, техническому обслуживанию и ремонту автомобилей",Infrastructure,5890500.0,85100.0,69.21856639247943,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/29/0/0/2865703
ПАО Сбербанк России,SBR028-2403140006.1,1,Простая продажа (продажа без ЭП) на право заключения Договора реализации бывшего в употреблении (использовавшегося в процессе осуществления деятельности Банка) имущества Банка следующих видов: устройства самообслуживания (банкоматы).,Other,5837875.2,100000.0,58.378752,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/1720619
ПАО Сбербанк России,SBR028-2402140039.1,1,Простая продажа (продажа без ЭП) на право заключения Договора реализации бывшего в употреблении (использовавшегося в процессе осуществления деятельности Банка) имущества Банка следующих видов: устройства самообслуживания (банкоматы).,Other,5777217.6,100000.0,57.772175999999995,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/1622673
ООО Сбербанк-Телеком,SBR028-2508270026.29,1,Оказание услуг по предоставлению во временное пользование канала передачи данных (MPLS) для нужд ООО «Сбербанк-Телеком»,Telecom & Devices,5699999.88,2500000.0,2.279999952,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/48/0/0/3363073
ООО Сбербанк-Телеком,SBR028-2508270026.30,1,Оказание услуг по предоставлению во временное пользование канала передачи данных (MPLS) для нужд ООО «Сбербанк-Телеком»,Telecom & Devices,5699999.88,2500000.0,2.279999952,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/48/0/0/3363073
ООО Сбербанк-Телеком,SBR028-2512230030.1,1,Предоставление права использования лицензий PT Sandbox для ООО «Сбербанк-Телеком»,Telecom & Devices,5500000.0,2500000.0,2.2,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/48/0/0/3703094
ООО Сбербанк-Телеком,SBR028-2508270004.2,1,Оказание услуг по предоставлению во временное пользование канала передачи данных (GN) для нужд ООО «Сбербанк-Телеком»,Telecom & Devices,5303999.88,2500000.0,2.121599952,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/48/0/0/3361589
ООО СберОбразование,SBR028-2506200025.1,1,Оказание услуг по SMM-поддержке и продвижению проектов ООО «СберОбразование»,Other,5260839.0,100000.0,52.60839,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/632/0/0/3181941
ООО СберАвто,SBR028-2404190011.1,1,Система контроля и управления доступом к неструктурированным данным.,Software & Cloud,5250000.0,381600.0,13.757861635220126,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/29/0/0/1860771
ООО Сбербанк-Телеком,SBR028-2508270004.1,1,Оказание услуг по предоставлению во временное пользование канала передачи данных (GN) для нужд ООО «Сбербанк-Телеком»,Telecom & Devices,5013000.0,2500000.0,2.0052,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/48/0/0/3361589
ООО Сбербанк-Телеком,SBR028-2511180038.1,1,Оказание услуг по организации Новогоднего корпоратива для ООО «СБЕРБАНК-ТЕЛЕКОМ»,Telecom & Devices,5000000.0,2500000.0,2.0,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/45/0/0/3576567
ООО СберОбразование,SBR028-2408210015.1,1,Выполнение работ по созданию видео-контента,Other,5000000.0,100000.0,50.0,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/632/0/0/2236238
ООО Сбербанк-Телеком,SBR028-2403280016.1,1,Оказание услуг Контактного центра по исходящему обзвону абонентов с целью удержания,Other,4974000.0,100000.0,49.74,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/45/0/0/1778054
ООО СберАвто,SBR028-2512030034.1,1,Предоставление права использования программного обеспечения системы мониторинга трафика веб-приложений и API интерфейсов,Software & Cloud,4798000.0,381600.0,12.573375262054507,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/29/0/0/3632968
ООО СберОбразование,SBR028-2502030071.1,1,Выполнение работ по созданию интерактивных заданий,Other,4709815.0,100000.0,47.09815,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/632/0/0/2732289
ООО СберАвто,SBR028-2407220060.1,1,Поставка ноутбуков Apple.,Other,4691796.0,100000.0,46.91796,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/29/0/0/2147928
ПАО Сбербанк России,SBR028-2402260012.1,1,Простая продажа (продажа без ЭП) на право заключения Договора реализации бывшего в употреблении (использовавшегося в процессе осуществления деятельности Банка) имущества Банка следующих видов: устройства самообслуживания (банкоматы).,Other,4621773.8,100000.0,46.217738,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/1661904
ООО СберОбразование,SBR028-2402140028.2,1,Поставка ноутбуков,Other,4599466.67,100000.0,45.994666699999996,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/29/0/0/1621843
ПАО Сбербанк России,SBR028-2404120016.1,1,г. Москва. Процедура продажи б.у. ИТ оборудования в количестве 460 штук.,Other,4544500.0,100000.0,45.445,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/1835166
ООО Сбербанк-Телеком,SBR028-2508270004.6,1,Оказание услуг по предоставлению во временное пользование канала передачи данных (GN) для нужд ООО «Сбербанк-Телеком»,Telecom & Devices,4284000.0,2500000.0,1.7136,price_outlier,top 15% by price,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/48/0/0/3361589
ООО СберОбразование,SBR028-2504110024.1,1,Выполнение работ по разработке брендбука для нужд ООО «СберОбразование»,Other,4215333.33,100000.0,42.1533333,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/632/0/0/2973710
ООО СберОбразование,SBR028-2402140028.1,1,Поставка ноутбуков,Other,4140114.67,100000.0,41.4011467,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/29/0/0/1621843
ООО СберАвто,SBR028-2412230025.1,1,Поставка ноутбуков Apple.,Other,4080000.0,100000.0,40.8,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/29/0/0/2639193
ООО Сбербанк-Телеком,SBR028-2508270004.5,1,Оказание услуг по предоставлению во временное пользование канала передачи данных (GN) для нужд ООО «Сбербанк-Телеком»,Telecom & Devices,4023000.0,2500000.0,1.6092,price_outlier,top 15% by price,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/48/0/0/3361589
ООО Сбербанк-Телеком,SBR028-2508270004.10,1,Оказание услуг по предоставлению во временное пользование канала передачи данных (GN) для нужд ООО «Сбербанк-Телеком»,Telecom & Devices,3708000.0,2500000.0,1.4832,price_outlier,top 15% by price,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/48/0/0/3361589
ООО СберАвто,SBR028-2503040060.1,1,Выполнение работ по техническому сопровождению программных продуктов 1С,Software & Cloud,3600000.0,381600.0,9.433962264150944,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/29/0/0/2828816
ООО Сбербанк-Телеком,SBR028-2508270026.5,1,Оказание услуг по предоставлению во временное пользование канала передачи данных (MPLS) для нужд ООО «Сбербанк-Телеком»,Telecom & Devices,3444000.12,2500000.0,1.3776000480000001,price_outlier,top 15% by price,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/48/0/0/3363073
ООО Сбербанк-Телеком,SBR028-2508270026.6,1,Оказание услуг по предоставлению во временное пользование канала передачи данных (MPLS) для нужд ООО «Сбербанк-Телеком»,Telecom & Devices,3444000.12,2500000.0,1.3776000480000001,price_outlier,top 15% by price,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/48/0/0/3363073
ООО СберАвто,SBR028-2408150019.1,1,Поставка ноутбуков,Other,3153600.0,100000.0,31.536,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/29/0/0/2220872
ООО Сбербанк-Телеком,SBR028-2408270012.1,1,"Поставка персонализированных SIM-карт USIM в форм факторе микросхемы (MFF2, VQFN-8, VFDFPN8 5 × 6 mm)",Telecom & Devices,3100000.0,2500000.0,1.24,price_outlier,top 15% by price,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/45/0/0/2251605
ООО СберАвто,SBR028-2409130028.1,1,Оказание услуг по подбору персонала,Other,3000000.0,100000.0,30.0,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/29/0/0/2301122
ООО СберОбразование,SBR028-2410290066.1,1,"Поставка, установка ИБП и сопутствующего товара для серверного оборудования",Other,2923841.72,100000.0,29.2384172,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/29/0/0/2429274
ООО СберАвто,SBR028-2409200011.1,1,Оказание услуг по осмотру автомобилей,Other,2794000.0,100000.0,27.94,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/29/0/0/2318538
ООО СберОбразование,SBR028-2512050058.1,1,Выполнение работ по разработке брендбука для нужд ООО «СберОбразование»,Other,2790866.67,100000.0,27.908666699999998,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/632/0/0/3644012
ООО Страховой брокер Сбербанка,SBR003-240017162400003.1,1,"Оказание услуг по администрированию Positive Technologies Application Firewall (PT AF), мониторингу и реагированию на инциденты безопасности и нарушения работоспособности PT AF для нужд ООО «Страховой брокер Сбербанка».",Security,2772000.0,1637698.33,1.6926194215512205,price_outlier,top 15% by price,https://utp.sberbank-ast.ru/Trade/NBT/PurchaseView/13/0/0/2241914
ООО Сбербанк-Телеком,SBR028-2508270004.9,1,Оказание услуг по предоставлению во временное пользование канала передачи данных (GN) для нужд ООО «Сбербанк-Телеком»,Telecom & Devices,2763000.0,2500000.0,1.1052,price_outlier,top 15% by price,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/48/0/0/3361589
ООО СберАвто,SBR028-2409020084.1,1,Коммуникационная платформа для автоматизации продаж и обслуживания клиентов,Other,2705000.0,100000.0,27.05,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/29/0/0/2268912
ООО СберАвто,SBR028-2408090038.1,1,Коммуникационная платформа для автоматизации продаж и обслуживания клиентов,Other,2705000.0,100000.0,27.05,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/29/0/0/2208970
ООО СберАвто,SBR028-2511100096.1,1,Предоставление услуги защиты web-приложений посредством фильтрации DDoS-атак.,Logistics,2700000.0,565000.0,4.778761061946903,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/29/0/0/3554467
ООО Сбербанк-Телеком,SBR028-2508270026.7,1,Оказание услуг по предоставлению во временное пользование канала передачи данных (MPLS) для нужд ООО «Сбербанк-Телеком»,Telecom & Devices,2616000.12,2500000.0,1.046400048,price_outlier,top 15% by price,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/48/0/0/3363073
ООО Сбербанк-Телеком,SBR028-2508270026.8,1,Оказание услуг по предоставлению во временное пользование канала передачи данных (MPLS) для нужд ООО «Сбербанк-Телеком»,Telecom & Devices,2616000.12,2500000.0,1.046400048,price_outlier,top 15% by price,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/48/0/0/3363073
ООО Сбербанк-Телеком,SBR028-2511100087.1,1,"Поставка лицензий RedCheck для ООО ""СБЕРБАНК-ТЕЛЕКОМ""",Telecom & Devices,2600000.0,2500000.0,1.04,price_outlier,top 15% by price,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/48/0/0/3554113
ООО СберОбразование,SBR028-2508120031.1,1,Оказание услуг по организации рабочих мест и трудоустройству (приему на работу) и поддержанию занятости инвалидов в счет квоты для приема на работу инвалидов,Other,2500000.0,100000.0,25.0,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/632/0/0/3326521
ООО СберОбразование,SBR028-2503050013.1,1,Услуги по организации и проведению сбора данных маркетинговых исследований,Consulting,2500000.0,1200000.0,2.0833333333333335,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/29/0/0/2832062
